Epoch,Train Loss,Val Loss,Val Improvement
86,0.11138,0.10851,-0.0646
87,0.11126,0.1084,-0.0646
88,0.11115,0.10829,-0.1619
89,0.11104,0.10818,-0.1619
90,0.11093,0.10807,-0.1605
91,0.11082,0.10795,-0.1605
92,0.11071,0.10783,-0.1605
93,0.1106,0.10771,-0.1605
94,0.11049,0.1076,-0.1605
95,0.11037,0.10748,-0.1605
96,0.11027,0.10735,-0.1578
97,0.11015,0.10723,-0.1477
98,0.11003,0.10711,-0.1477
99,0.10992,0.10699,-0.1432
100,0.1098,0.10687,-0.1124
101,0.10968,0.10675,-0.1124
102,0.10957,0.10663,-0.1124
103,0.10945,0.10651,-0.1124
104,0.10933,0.10638,-0.1124
105,0.10921,0.10626,-0.0731
106,0.1091,0.10613,-0.0731
107,0.10897,0.10601,-0.0731
108,0.10885,0.10588,-0.0737
109,0.10873,0.10576,-0.0737
110,0.10861,0.10563,-0.0737
111,0.10849,0.1055,-0.0737
112,0.10836,0.10538,-0.0614
113,0.10824,0.10525,-0.0614
114,0.10812,0.10512,-0.0621
115,0.10799,0.10498,-0.0621
116,0.10787,0.10486,-0.0621
117,0.10774,0.10473,-0.0621
118,0.10762,0.1046,0.2254
119,0.1075,0.10447,0.2254
120,0.10736,0.10434,0.2254
121,0.10724,0.1042,0.2254
122,0.10711,0.10407,0.2308
123,0.10699,0.10394,0.2308
124,0.10686,0.10382,0.2308
125,0.10673,0.10368,0.2308
126,0.10661,0.10355,0.2308
127,0.10648,0.10342,0.2308
128,0.10634,0.10329,0.2308
129,0.10621,0.10316,0.2308
130,0.10609,0.10303,0.2739
131,0.10596,0.1029,0.0417
132,0.10583,0.10277,0.0417
133,0.1057,0.10264,0.0417
134,0.10556,0.10251,0.0417
135,0.10543,0.10237,0.0453
136,0.1053,0.10223,0.0453
137,0.10517,0.1021,0.0581
138,0.10503,0.10196,0.0581
139,0.10488,0.10184,0.0581
140,0.10475,0.10171,0.0581
141,0.10463,0.10157,0.0581
142,0.10449,0.10143,0.2168
143,0.10435,0.10129,0.2168
144,0.10421,0.10116,0.2153
145,0.10407,0.10102,0.3304
146,0.10393,0.10089,0.3304
147,0.1038,0.10074,0.4561
148,0.10366,0.1006,0.4561
149,0.10351,0.10046,0.4517
150,0.10337,0.10033,0.4517
151,0.10323,0.10018,0.4517
152,0.10308,0.10003,0.4588
153,0.10295,0.09989,0.4588
154,0.1028,0.09976,0.4588
155,0.10267,0.09961,0.7008
156,0.10252,0.09946,0.726
157,0.10237,0.09932,0.6594
158,0.10222,0.09918,0.6594
159,0.10208,0.09904,0.6594
160,0.10193,0.0989,0.6594
161,0.10179,0.09876,0.6594
162,0.10164,0.09863,0.6594
163,0.10149,0.09848,0.6594
164,0.10135,0.09833,0.6619
165,0.1012,0.09817,0.6587
166,0.10105,0.09803,0.6559
167,0.1009,0.09789,0.6517
168,0.10075,0.09775,0.6517
169,0.1006,0.09761,0.6517
170,0.10044,0.09747,0.6517
171,0.1003,0.09732,0.6517
172,0.10014,0.09718,0.6517
173,0.09999,0.09704,0.389
174,0.09983,0.09689,0.389
175,0.09968,0.09675,0.391
176,0.09952,0.09661,0.391
177,0.09937,0.09646,0.391
178,0.0992,0.09631,0.3883
179,0.09905,0.09617,0.3883
180,0.09889,0.09603,0.3883
181,0.09875,0.09588,0.3883
182,0.09859,0.09573,0.3883
183,0.09842,0.09559,0.3883
184,0.09826,0.09544,0.3883
185,0.0981,0.0953,0.3883
186,0.09795,0.09515,0.3883
187,0.09779,0.09501,0.3883
188,0.09762,0.09487,0.3883
189,0.09746,0.09471,0.3883
190,0.09731,0.09457,0.3883
191,0.09714,0.09441,0.3883
192,0.09698,0.09427,0.3883
193,0.09681,0.09413,0.3883
194,0.09666,0.09397,0.3883
195,0.09649,0.09383,0.3883
196,0.09632,0.09367,0.3883
197,0.09616,0.09352,0.3883
198,0.09599,0.09337,0.3883
199,0.09583,0.09322,0.3883
200,0.09566,0.09307,0.5109
201,0.09549,0.09292,0.5109
202,0.09532,0.09277,0.5106
203,0.09516,0.0926,0.5106
204,0.09499,0.09245,0.5106
205,0.09482,0.09229,0.5106
206,0.09466,0.09214,0.5106
207,0.09448,0.09198,0.5106
208,0.09431,0.09183,0.5106
209,0.09415,0.09167,0.5106
210,0.09397,0.09151,0.5106
211,0.09381,0.09136,0.5106
212,0.09363,0.09121,0.5106
213,0.09347,0.09105,0.5106
214,0.09329,0.0909,0.5106
215,0.09313,0.09074,0.5064
216,0.09296,0.09058,0.5064
217,0.09278,0.09042,0.5064
218,0.0926,0.09028,0.5064
219,0.09244,0.09012,0.5064
220,0.09228,0.08996,0.5064
221,0.0921,0.08981,0.5064
222,0.09192,0.08966,0.5064
223,0.09175,0.0895,0.5064
224,0.09157,0.08935,0.5064
225,0.09141,0.08919,0.5064
226,0.09123,0.08903,0.5064
227,0.09105,0.08888,0.5064
228,0.09088,0.08873,0.5064
229,0.09071,0.08857,0.5064
230,0.09053,0.08842,0.5064
231,0.09036,0.08826,0.5064
232,0.09018,0.0881,0.5064
233,0.09,0.08794,0.5064
234,0.08982,0.08779,0.5064
235,0.08965,0.08763,0.5064
236,0.08946,0.08748,0.5064
237,0.0893,0.08732,0.5064
238,0.08912,0.08717,0.5064
239,0.08894,0.08701,0.5064
240,0.08877,0.08685,0.5064
241,0.08858,0.0867,0.5064
242,0.0884,0.08654,0.5064
243,0.08823,0.08638,0.5064
244,0.08804,0.08623,0.5064
245,0.08787,0.08607,0.5064
246,0.08769,0.08592,0.5064
247,0.08751,0.08576,0.5064
248,0.08733,0.0856,0.5064
249,0.08715,0.08545,0.5064
250,0.08697,0.08529,0.5064
251,0.08679,0.08514,0.5064
252,0.08661,0.08498,0.5064
253,0.08643,0.08482,0.5064
254,0.08626,0.08467,0.5064
255,0.08606,0.08453,0.5064
256,0.08588,0.08439,0.5064
257,0.08571,0.08423,0.5064
258,0.08552,0.08409,0.5064
259,0.08534,0.08393,0.5064
260,0.08517,0.08378,0.5064
261,0.08499,0.08363,0.5064
262,0.08481,0.08348,0.5068
263,0.08462,0.08333,0.5068
264,0.08444,0.08318,0.5068
265,0.08427,0.08303,0.5068
266,0.08409,0.08288,0.5068
267,0.08391,0.08273,0.5068
268,0.08372,0.08259,0.5068
269,0.08355,0.08244,0.5068
270,0.08336,0.0823,0.5068
271,0.08318,0.08216,0.5068
272,0.08301,0.08201,0.5068
273,0.08283,0.08186,0.5068
274,0.08264,0.08172,0.5068
275,0.08247,0.08158,0.5068
276,0.08229,0.08143,0.5068
277,0.0821,0.08129,0.5068
278,0.08192,0.08114,0.5068
279,0.08175,0.081,0.5068
280,0.08155,0.08086,0.5068
281,0.08138,0.08072,0.5068
282,0.0812,0.08058,0.5068
283,0.08103,0.08044,0.5068
284,0.08084,0.0803,0.5068
285,0.08066,0.08016,0.5068
286,0.08048,0.08002,0.5068
287,0.0803,0.07988,0.5068
288,0.08012,0.07975,0.5068
289,0.07993,0.07961,0.5068
290,0.07976,0.07947,0.5068
291,0.07957,0.07933,0.5068
292,0.0794,0.07919,0.5068
293,0.07921,0.07906,0.5068
294,0.07903,0.07892,0.5068
295,0.07885,0.07878,0.5068
296,0.07867,0.07865,0.5068
297,0.07849,0.07852,0.5068
298,0.0783,0.07838,0.5068
299,0.07812,0.07824,0.5068
300,0.07794,0.07811,0.5068
301,0.07777,0.07797,0.5068
302,0.07758,0.07785,0.5068
303,0.07739,0.07772,0.5068
304,0.07721,0.07759,0.5068
305,0.07703,0.07746,0.5068
306,0.07685,0.07734,0.5068
307,0.07668,0.07721,0.5068
308,0.07649,0.07708,0.5068
309,0.0763,0.07696,0.5068
310,0.07613,0.07684,0.5068
311,0.07595,0.07671,0.5068
312,0.07577,0.07658,0.5068
313,0.07559,0.07645,0.5068
314,0.0754,0.07634,0.5068
315,0.07523,0.07621,0.5068
316,0.07505,0.07608,0.5068
317,0.07487,0.07595,0.5068
318,0.0747,0.07583,0.5068
319,0.07451,0.07571,0.5068
320,0.07433,0.0756,0.5068
321,0.07416,0.07548,0.5068
322,0.07399,0.07537,0.5068
323,0.0738,0.07524,0.5068
324,0.07362,0.07513,0.5068
325,0.07345,0.07501,0.5068
326,0.07327,0.07489,0.5068
327,0.0731,0.07477,0.5068
328,0.07291,0.07465,0.5068
329,0.07274,0.07454,0.5068
330,0.07256,0.07443,0.5068
331,0.07238,0.07432,0.5068
332,0.07221,0.0742,0.5068
333,0.07203,0.07408,0.5068
334,0.07186,0.07397,0.5068
335,0.07169,0.07386,0.5068
336,0.07151,0.07374,0.5068
337,0.07133,0.07362,0.5068
338,0.07116,0.07351,0.5068
339,0.07099,0.0734,0.5068
340,0.07081,0.07329,0.5068
341,0.07064,0.07317,0.5068
342,0.07047,0.07305,0.5068
343,0.0703,0.07295,0.5068
344,0.07012,0.07284,0.5068
345,0.06995,0.07273,0.5068
346,0.06979,0.07262,0.5068
347,0.06962,0.0725,0.5068
348,0.06945,0.07239,0.5068
349,0.06929,0.07227,0.5068
350,0.06911,0.07217,0.5068
351,0.06894,0.07206,0.5068
352,0.06877,0.07195,0.5068
353,0.06861,0.07184,0.5068
354,0.06844,0.07174,0.5068
355,0.06827,0.07164,0.5068
356,0.0681,0.07153,0.5068
357,0.06795,0.07141,0.5068
358,0.06777,0.07131,0.5068
359,0.06761,0.0712,0.5068
360,0.06745,0.07109,0.5068
361,0.06728,0.07098,0.5068
362,0.06712,0.07087,0.5068
363,0.06695,0.07077,0.5068
364,0.0668,0.07066,0.5068
365,0.06664,0.07055,0.5068
366,0.06647,0.07045,0.5068
367,0.06631,0.07034,0.5068
368,0.06615,0.07025,0.5068
369,0.06599,0.07015,0.5068
370,0.06584,0.07004,0.5068
371,0.06568,0.06994,0.5068
372,0.06552,0.06983,0.5068
373,0.06536,0.06973,0.5068
374,0.06521,0.06963,0.5068
375,0.06505,0.06954,0.5068
376,0.06489,0.06943,0.5068
377,0.06473,0.06933,0.5068
378,0.06458,0.06923,0.5068
379,0.06443,0.06913,0.5068
380,0.06428,0.06903,0.5068
381,0.06412,0.06893,0.5068
382,0.06397,0.06883,0.5068
383,0.06381,0.06874,0.5068
384,0.06366,0.06864,0.5068
385,0.06351,0.06854,0.5068
386,0.06336,0.06844,0.5068
387,0.0632,0.06834,0.5068
388,0.06305,0.06825,0.5068
389,0.0629,0.06815,0.5068
390,0.06276,0.06805,0.5068
391,0.06261,0.06797,0.5068
392,0.06245,0.06787,0.5068
393,0.0623,0.06777,0.5068
394,0.06216,0.06768,0.5068
395,0.06202,0.06759,0.5068
396,0.06186,0.0675,0.5068
397,0.06171,0.06741,0.5068
398,0.06157,0.06732,0.5068
399,0.06143,0.06722,0.5068
400,0.06127,0.06713,0.5068
401,0.06113,0.06704,0.5068
402,0.06098,0.06695,0.5068
403,0.06084,0.06686,0.5068
404,0.06069,0.06677,0.5068
405,0.06055,0.06668,0.5068
406,0.0604,0.06659,0.5068
407,0.06026,0.0665,0.5068
408,0.06011,0.06642,0.5068
409,0.05997,0.06633,0.5068
410,0.05983,0.06625,0.5068
411,0.05969,0.06616,0.5068
412,0.05955,0.06608,0.5068
413,0.0594,0.06599,0.5068
414,0.05927,0.06591,0.5068
415,0.05913,0.06581,0.5068
416,0.05898,0.06573,0.5068
417,0.05884,0.06565,0.5068
418,0.05871,0.06556,0.5068
419,0.05857,0.06548,0.5068
420,0.05843,0.0654,0.5068
421,0.0583,0.06531,0.5068
422,0.05815,0.06524,0.5068
423,0.05802,0.06515,0.5068
424,0.05788,0.06507,0.5068
425,0.05774,0.06498,0.5068
426,0.05761,0.06491,0.5068
427,0.05748,0.06482,0.5068
428,0.05734,0.06474,0.5068
429,0.05721,0.06466,0.5068
430,0.05707,0.06458,0.5068
431,0.05694,0.06449,0.5068
432,0.05681,0.06441,0.5068
433,0.05668,0.06433,0.5068
434,0.05654,0.06426,0.5068
435,0.05642,0.06417,0.5068
436,0.05628,0.06409,0.5068
437,0.05616,0.06401,0.5068
438,0.05602,0.06394,0.5068
439,0.05589,0.06386,0.5068
440,0.05577,0.06378,0.5068
441,0.05563,0.06371,0.5068
442,0.0555,0.06363,0.5068
443,0.05538,0.06354,0.5068
444,0.05525,0.06348,0.5068
445,0.05512,0.0634,0.5068
446,0.055,0.06332,0.5068
447,0.05487,0.06325,0.5068
448,0.05474,0.06317,0.5068
449,0.05462,0.06309,0.5068
450,0.05449,0.06301,0.5068
451,0.05437,0.06294,0.5068
452,0.05425,0.06287,0.5068
453,0.05412,0.06279,0.5068
454,0.05399,0.06272,0.5068
455,0.05387,0.06265,0.5068
456,0.05375,0.06257,0.5068
457,0.05362,0.06251,0.5068
458,0.05351,0.06243,0.5068
459,0.05339,0.06235,0.5068
460,0.05326,0.06228,0.5068
461,0.05314,0.06221,0.5068
462,0.05302,0.06215,0.5068
463,0.05291,0.06208,0.5068
464,0.05279,0.062,0.5068
465,0.05267,0.06193,0.5068
466,0.05255,0.06186,0.5068
467,0.05243,0.06179,0.5068
468,0.05231,0.06172,0.5068
469,0.0522,0.06166,0.5068
470,0.05208,0.06158,0.5068
471,0.05197,0.06151,0.5068
472,0.05185,0.06145,0.5068
473,0.05174,0.06138,0.5068
474,0.05162,0.06131,0.5068
475,0.05151,0.06124,0.5068
476,0.05139,0.06117,0.5068
477,0.05128,0.0611,0.5068
478,0.05117,0.06103,0.5068
479,0.05105,0.06097,0.5068
480,0.05094,0.06091,0.5068
481,0.05083,0.06084,0.5068
482,0.05072,0.06077,0.5068
483,0.05061,0.0607,0.5068
484,0.05051,0.06063,0.5068
485,0.05038,0.06057,0.5068
486,0.05029,0.0605,0.5068
487,0.05017,0.06044,0.5068
488,0.05007,0.06037,0.5068
489,0.04995,0.06031,0.5068
490,0.04985,0.06025,0.5068
491,0.04974,0.06018,0.5068
492,0.04963,0.06012,0.5068
493,0.04952,0.06006,0.5068
494,0.04942,0.05999,0.5068
495,0.04932,0.05992,0.5068
496,0.04921,0.05986,0.5068
497,0.04911,0.05979,0.5068
498,0.049,0.05973,0.5068
499,0.04889,0.05967,0.5068
500,0.04879,0.05961,0.5068
501,0.04869,0.05955,0.5068
502,0.04858,0.05948,0.5068
503,0.04849,0.05942,0.5068
504,0.04838,0.05937,0.5068
505,0.04828,0.0593,0.5068
506,0.04817,0.05924,0.5068
507,0.04807,0.05919,0.5068
508,0.04797,0.05912,0.5068
509,0.04788,0.05906,0.5068
510,0.04778,0.059,0.5068
511,0.04767,0.05895,0.5068
512,0.04758,0.05889,0.5068
513,0.04748,0.05883,0.5068
514,0.04738,0.05877,0.5068
515,0.04728,0.05872,0.5068
516,0.04719,0.05866,0.5068
517,0.04708,0.0586,0.5068
518,0.04699,0.05854,0.5068
519,0.0469,0.05849,0.5068
520,0.0468,0.05843,0.5068
521,0.0467,0.05837,0.5068
522,0.04661,0.05832,0.5068
523,0.04651,0.05826,0.5068
524,0.04641,0.05822,0.5068
525,0.04632,0.05816,0.5068
526,0.04623,0.0581,0.5068
527,0.04613,0.05805,0.5068
528,0.04604,0.058,0.5068
529,0.04595,0.05794,0.5068
530,0.04586,0.05789,0.5068
531,0.04576,0.05783,0.5068
532,0.04568,0.05778,0.5068
533,0.04558,0.05773,0.5068
534,0.04549,0.05768,0.5068
535,0.0454,0.05763,0.5068
536,0.04531,0.05757,0.5068
537,0.04522,0.05752,0.5068
538,0.04513,0.05747,0.5068
539,0.04504,0.05742,0.5068
540,0.04495,0.05737,0.5068
541,0.04486,0.05733,0.5068
542,0.04477,0.05728,0.5068
543,0.04468,0.05723,0.5068
544,0.0446,0.05718,0.5068
545,0.04451,0.05713,0.5068
546,0.04442,0.05708,0.5068
547,0.04434,0.05704,0.5068
548,0.04425,0.05699,0.5068
549,0.04416,0.05694,0.5068
550,0.04408,0.05689,0.5068
551,0.04399,0.05685,0.5068
552,0.04391,0.05681,0.5068
553,0.04382,0.05676,0.5068
554,0.04374,0.05671,0.5068
555,0.04366,0.05668,0.5068
556,0.04358,0.05663,0.5068
557,0.04349,0.05659,0.5068
558,0.04341,0.05654,0.5068
559,0.04332,0.05649,0.5068
560,0.04324,0.05646,0.5068
561,0.04316,0.05642,0.5068
562,0.04308,0.05637,0.5068
563,0.043,0.05633,0.5068
564,0.04292,0.05629,0.5068
565,0.04284,0.05625,0.5068
566,0.04275,0.05621,0.5068
567,0.04268,0.05617,0.5068
568,0.0426,0.05612,0.5068
569,0.04252,0.05608,0.5068
570,0.04244,0.05604,0.5068
571,0.04236,0.056,0.5068
572,0.04228,0.05597,0.5068
573,0.04219,0.05593,0.5068
574,0.04212,0.0559,0.5068
575,0.04204,0.05585,0.5068
576,0.04197,0.05581,0.5068
577,0.04188,0.05577,0.5068
578,0.04181,0.05573,0.5068
579,0.04173,0.05569,0.5068
580,0.04166,0.05566,0.5068
581,0.04158,0.05563,0.5068
582,0.0415,0.05559,0.5068
583,0.04143,0.05555,0.5068
584,0.04135,0.05552,0.5068
585,0.04127,0.05548,0.5068
586,0.0412,0.05545,0.5068
587,0.04113,0.05541,0.5068
588,0.04105,0.05537,0.5068
589,0.04097,0.05534,0.5068
590,0.0409,0.0553,0.5068
591,0.04082,0.05527,0.5068
592,0.04075,0.05524,0.5068
593,0.04068,0.0552,0.5068
594,0.04061,0.05517,0.5068
595,0.04054,0.05513,0.5068
596,0.04046,0.0551,0.5068
597,0.04038,0.05507,0.5068
598,0.04032,0.05504,0.5068
599,0.04024,0.055,0.5068
600,0.04018,0.05497,0.5068
601,0.04011,0.05493,0.5068
602,0.04003,0.0549,0.5068
603,0.03996,0.05487,0.5068
604,0.03989,0.05484,0.5068
605,0.03982,0.05481,0.5068
606,0.03975,0.05478,0.5068
607,0.03968,0.05475,0.5068
608,0.03961,0.05472,0.5068
609,0.03954,0.05469,0.5068
610,0.03947,0.05466,0.5068
611,0.0394,0.05463,0.5068
612,0.03933,0.0546,0.5068
613,0.03927,0.05457,0.5068
614,0.0392,0.05455,0.5068
615,0.03913,0.05452,0.5068
616,0.03907,0.05449,0.5068
617,0.039,0.05446,0.5068
618,0.03893,0.05443,0.5068
619,0.03887,0.0544,0.5068
620,0.0388,0.05438,0.5068
621,0.03873,0.05435,0.5068
622,0.03867,0.05433,0.5068
623,0.0386,0.0543,0.5068
624,0.03854,0.05426,0.5068
625,0.03847,0.05423,0.5068
626,0.0384,0.05421,0.5068
627,0.03834,0.05418,0.5068
628,0.03828,0.05415,0.5068
629,0.03821,0.05412,0.5068
630,0.03815,0.0541,0.5068
631,0.03809,0.05408,0.5068
632,0.03802,0.05405,0.5068
633,0.03796,0.05402,0.5068
634,0.0379,0.054,0.5068
635,0.03783,0.05397,0.5068
636,0.03777,0.05395,0.5068
637,0.03771,0.05392,0.5068
638,0.03764,0.05389,0.5068
639,0.03758,0.05387,0.5068
640,0.03752,0.05385,0.5068
641,0.03746,0.05382,0.5068
642,0.0374,0.0538,0.5068
643,0.03734,0.05377,0.5068
644,0.03728,0.05375,0.5068
645,0.03722,0.05372,0.5068
646,0.03715,0.0537,0.5068
647,0.03709,0.05368,0.5068
648,0.03704,0.05366,0.5068
649,0.03698,0.05364,0.5068
650,0.03692,0.05362,0.5068
651,0.03685,0.05359,0.5068
652,0.03679,0.05357,0.5068
653,0.03674,0.05354,0.5068
654,0.03667,0.05352,0.5068
655,0.03662,0.0535,0.5068
656,0.03656,0.05347,0.5068
657,0.0365,0.05345,0.5068
658,0.03644,0.05343,0.5068
659,0.03638,0.05341,0.5068
660,0.03633,0.05338,0.5068
661,0.03627,0.05337,0.5068
662,0.03621,0.05335,0.5068
663,0.03615,0.05333,0.5068
664,0.03609,0.05332,0.5068
665,0.03603,0.05329,0.5068
666,0.03598,0.05327,0.5068
667,0.03592,0.05325,0.5068
668,0.03586,0.05323,0.5068
669,0.0358,0.05321,0.5068
670,0.03575,0.05319,0.5068
671,0.03569,0.05317,0.5068
672,0.03563,0.05315,0.5068
673,0.03558,0.05314,0.5068
674,0.03552,0.05312,0.5068
675,0.03546,0.05309,0.5068
676,0.03541,0.05308,0.5068
677,0.03536,0.05305,0.5068
678,0.0353,0.05303,0.5068
679,0.03524,0.05301,0.5068
680,0.03519,0.05299,0.5068
681,0.03513,0.05298,0.5068
682,0.03508,0.05296,0.5068
683,0.03502,0.05294,0.5068
684,0.03497,0.05292,0.5068
685,0.03492,0.05291,0.5068
686,0.03486,0.05289,0.5068
687,0.03481,0.05287,0.5068
688,0.03475,0.05285,0.5068
689,0.0347,0.05284,0.5068
690,0.03465,0.05282,0.5068
691,0.0346,0.0528,0.5068
692,0.03455,0.05279,0.5068
693,0.03449,0.05277,0.5068
694,0.03444,0.05276,0.5068
695,0.03438,0.05273,0.5068
696,0.03433,0.05271,0.5068
697,0.03428,0.0527,0.5068
698,0.03423,0.05269,0.5068
699,0.03418,0.05267,0.5068
700,0.03412,0.05265,0.5068
701,0.03407,0.05263,0.5068
702,0.03402,0.05262,0.5068
703,0.03397,0.0526,0.5068
704,0.03392,0.05258,0.5068
705,0.03386,0.05258,0.5068
706,0.03382,0.05256,0.5068
707,0.03376,0.05254,0.5068
708,0.03372,0.05252,0.5068
709,0.03366,0.0525,0.5068
710,0.03361,0.05249,0.5068
711,0.03356,0.05248,0.5068
712,0.03351,0.05247,0.5068
713,0.03346,0.05245,0.5068
714,0.03342,0.05244,0.5068
715,0.03336,0.05243,0.5068
716,0.03332,0.05241,0.5068
717,0.03327,0.05239,0.5068
718,0.03322,0.05239,0.5068
719,0.03317,0.05237,0.5068
720,0.03312,0.05236,0.5068
721,0.03307,0.05234,0.5068
722,0.03303,0.05234,0.5068
723,0.03297,0.05232,0.5068
724,0.03292,0.0523,0.5068
725,0.03288,0.05229,0.5068
726,0.03283,0.05229,0.5068
727,0.03278,0.05227,0.5068
728,0.03273,0.05226,0.5068
729,0.03269,0.05224,0.5068
730,0.03264,0.05223,0.5068
731,0.03259,0.05222,0.5068
732,0.03254,0.05221,0.5068
733,0.0325,0.0522,0.5068
734,0.03245,0.05219,0.5068
735,0.0324,0.05218,0.5068
736,0.03236,0.05217,0.5068
737,0.03231,0.05216,0.5068
738,0.03226,0.05215,0.5068
739,0.03222,0.05213,0.5068
740,0.03217,0.05212,0.5068
741,0.03212,0.05212,0.5068
742,0.03208,0.0521,0.5068
743,0.03203,0.05209,0.5068
744,0.03199,0.05208,0.5068
745,0.03194,0.05207,0.5068
746,0.0319,0.05207,0.5068
747,0.03185,0.05205,0.5068
748,0.0318,0.05204,0.5068
749,0.03176,0.05203,0.5068
750,0.03171,0.05202,0.5068
751,0.03167,0.05201,0.5068
752,0.03162,0.052,0.5068
753,0.03158,0.052,0.5068
754,0.03153,0.05198,0.5068
755,0.03149,0.05198,0.5068
756,0.03144,0.05197,0.5068
757,0.03139,0.05197,0.5068
758,0.03135,0.05196,0.5068
759,0.03131,0.05195,0.5068
760,0.03126,0.05194,0.5068
761,0.03122,0.05193,0.5068
762,0.03118,0.05194,0.5068
763,0.03113,0.05193,0.5068
764,0.03109,0.05192,0.5068
765,0.03104,0.05191,0.5068
766,0.031,0.05191,0.5068
767,0.03096,0.0519,0.5068
768,0.03091,0.0519,0.5068
769,0.03087,0.05189,0.5068
770,0.03082,0.05188,0.5068
771,0.03078,0.05188,0.5068
772,0.03074,0.05188,0.5068
773,0.03069,0.05188,0.5068
774,0.03065,0.05187,0.5068
775,0.03061,0.05186,0.5068
776,0.03056,0.05186,0.5068
777,0.03052,0.05186,0.5068
778,0.03048,0.05185,0.5068
779,0.03044,0.05185,0.5068
780,0.03039,0.05184,0.5068
781,0.03035,0.05184,0.5068
782,0.03031,0.05183,0.5068
783,0.03026,0.05183,0.5068
784,0.03022,0.05182,0.5068
785,0.03018,0.05182,0.5068
786,0.03014,0.05182,0.5068
787,0.0301,0.05182,0.5068
788,0.03005,0.05181,0.5068
789,0.03001,0.05181,0.5068
790,0.02997,0.0518,0.5068
791,0.02993,0.05179,0.5068
792,0.02989,0.0518,0.5068
793,0.02984,0.05179,0.5068
794,0.0298,0.05179,0.5068
795,0.02976,0.05179,0.5068
796,0.02972,0.05179,0.5068
797,0.02968,0.05179,0.5068
798,0.02964,0.05178,0.5068
799,0.0296,0.05178,0.5068
800,0.02956,0.05178,0.5068
801,0.02952,0.05178,0.5068
802,0.02948,0.05178,0.5068
803,0.02944,0.05177,0.5068
804,0.0294,0.05177,0.5068
805,0.02936,0.05177,0.5068
806,0.02932,0.05176,0.5068
807,0.02928,0.05176,0.5068
808,0.02924,0.05176,0.5068
809,0.0292,0.05174,0.5068
810,0.02916,0.05175,0.5068
811,0.02912,0.05175,0.5068
812,0.02908,0.05174,0.5068
813,0.02904,0.05175,0.5068
814,0.029,0.05175,0.5068
815,0.02896,0.05174,0.5068
