Epoch,Train Loss,Val Loss,Val Improvement
816,0.02892,0.05175,0.5068
817,0.02888,0.05175,0.5068
818,0.02884,0.05174,0.5068
819,0.0288,0.05174,0.5068
820,0.02876,0.05174,0.5068
821,0.02872,0.05174,0.5068
822,0.02869,0.05173,0.5068
823,0.02865,0.05173,0.5068
824,0.02861,0.05173,0.5068
825,0.02857,0.05173,0.5068
826,0.02853,0.05173,0.5068
827,0.02849,0.05174,0.5068
828,0.02846,0.05174,0.5068
829,0.02842,0.05174,0.5068
830,0.02838,0.05174,0.5068
831,0.02834,0.05174,0.5068
832,0.0283,0.05175,0.5068
833,0.02826,0.05175,0.5068
834,0.02823,0.05176,0.5068
835,0.02819,0.05175,0.5068
836,0.02815,0.05175,0.5068
837,0.02811,0.05175,0.5068
838,0.02808,0.05176,0.5068
839,0.02804,0.05176,0.5068
840,0.028,0.05177,0.5068
841,0.02797,0.05177,0.5068
842,0.02792,0.05178,0.5068
843,0.02789,0.05178,0.5068
844,0.02785,0.05179,0.5068
845,0.02781,0.05179,0.5068
846,0.02778,0.05179,0.5068
847,0.02774,0.05179,0.5068
848,0.0277,0.0518,0.5068
849,0.02767,0.0518,0.5068
850,0.02763,0.0518,0.5068
851,0.02759,0.0518,0.5068
852,0.02756,0.05182,0.5068
853,0.02752,0.05183,0.5068
854,0.02748,0.05185,0.5068
855,0.02745,0.05185,0.5068
856,0.02741,0.05185,0.5068
857,0.02738,0.05186,0.5068
858,0.02734,0.05187,0.5068
859,0.0273,0.05187,0.5068
860,0.02727,0.05188,0.5068
861,0.02723,0.05188,0.5068
862,0.0272,0.05189,0.5068
863,0.02716,0.05189,0.5068
864,0.02712,0.0519,0.5068
865,0.02709,0.05191,0.5068
866,0.02705,0.05192,0.5068
867,0.02702,0.05193,0.5068
868,0.02698,0.05194,0.5068
869,0.02694,0.05194,0.5068
870,0.02691,0.05195,0.5068
871,0.02687,0.05197,0.5068
872,0.02684,0.05198,0.5068
873,0.0268,0.05199,0.5068
874,0.02677,0.052,0.5068
875,0.02673,0.052,0.5068
876,0.0267,0.05201,0.5068
877,0.02666,0.05203,0.5068
878,0.02663,0.05204,0.5068
879,0.02659,0.05206,0.5068
880,0.02656,0.05207,0.5068
881,0.02652,0.05208,0.5068
882,0.02649,0.05208,0.5068
883,0.02646,0.0521,0.5068
884,0.02642,0.05212,0.5068
885,0.02639,0.05213,0.5068
886,0.02635,0.05214,0.5068
887,0.02632,0.05215,0.5068
888,0.02629,0.05217,0.5068
889,0.02625,0.05218,0.5068
890,0.02622,0.05219,0.5068
891,0.02618,0.05221,0.5068
892,0.02615,0.05223,0.5068
893,0.02612,0.05224,0.5068
894,0.02608,0.05226,0.5068
895,0.02605,0.05227,0.5068
896,0.02602,0.05229,0.5068
897,0.02598,0.0523,0.5068
898,0.02595,0.05232,0.5068
899,0.02592,0.05234,0.5068
900,0.02588,0.05235,0.5068
901,0.02585,0.05236,0.5068
902,0.02582,0.0524,0.5068
903,0.02579,0.05242,0.5068
904,0.02575,0.05243,0.5068
905,0.02572,0.05246,0.5068
906,0.02569,0.05247,0.5068
907,0.02565,0.05249,0.5068
908,0.02562,0.05251,0.5068
909,0.02559,0.05254,0.5068
910,0.02555,0.05256,0.5068
911,0.02552,0.05257,0.5068
912,0.02549,0.0526,0.5068
913,0.02546,0.05262,0.5068
914,0.02542,0.05263,0.5068
915,0.02539,0.05265,0.5068
916,0.02536,0.05268,0.5068
917,0.02533,0.0527,0.5068
918,0.0253,0.05272,0.5068
919,0.02526,0.05274,0.5068
920,0.02523,0.05276,0.5068
921,0.0252,0.05278,0.5068
922,0.02517,0.05281,0.5068
923,0.02513,0.05283,0.5068
924,0.0251,0.05286,0.5068
925,0.02507,0.05288,0.5068
926,0.02504,0.0529,0.5068
927,0.02501,0.05292,0.5068
928,0.02498,0.05294,0.5068
929,0.02494,0.05296,0.5068
930,0.02491,0.05297,0.5068
931,0.02488,0.05301,0.5068
932,0.02485,0.05304,0.5068
933,0.02482,0.05305,0.5068
934,0.02479,0.05309,0.5068
935,0.02475,0.05311,0.5068
936,0.02472,0.05314,0.5068
937,0.02469,0.05317,0.5068
938,0.02466,0.05319,0.5068
939,0.02463,0.05321,0.5068
940,0.0246,0.05323,0.5068
941,0.02456,0.05326,0.5068
942,0.02453,0.0533,0.5068
943,0.0245,0.05332,0.5068
944,0.02447,0.05336,0.5068
945,0.02444,0.05337,0.5068
946,0.02441,0.0534,0.5068
947,0.02438,0.05343,0.5068
948,0.02435,0.05346,0.5068
949,0.02432,0.05349,0.5068
950,0.02428,0.05351,0.5068
951,0.02425,0.05354,0.5068
952,0.02422,0.05358,0.5068
953,0.0242,0.0536,0.5068
954,0.02416,0.05363,0.5068
955,0.02413,0.05366,0.5068
956,0.0241,0.0537,0.5068
957,0.02407,0.05374,0.5068
958,0.02404,0.05377,0.5068
959,0.02401,0.0538,0.5068
960,0.02398,0.05384,0.5068
961,0.02395,0.05387,0.5068
962,0.02392,0.0539,0.5068
963,0.02389,0.05393,0.5068
964,0.02386,0.05397,0.5068
965,0.02383,0.05399,0.5068
966,0.02381,0.05402,0.5068
967,0.02378,0.05407,0.5068
968,0.02375,0.0541,0.5068
969,0.02372,0.05414,0.5068
970,0.02369,0.05417,0.5068
971,0.02366,0.05421,0.5068
972,0.02363,0.05424,0.5068
973,0.0236,0.05426,0.5068
974,0.02357,0.0543,0.5068
975,0.02354,0.05434,0.5068
976,0.02351,0.05438,0.5068
977,0.02348,0.0544,0.5068
978,0.02346,0.05444,0.5068
979,0.02343,0.05447,0.5068
980,0.0234,0.05451,0.5068
981,0.02337,0.05454,0.5068
982,0.02334,0.05458,0.5068
983,0.02331,0.05461,0.5068
984,0.02328,0.05466,0.5068
985,0.02326,0.05469,0.5068
986,0.02323,0.05471,0.5068
987,0.0232,0.05475,0.5068
988,0.02317,0.0548,0.5068
989,0.02314,0.05483,0.5068
990,0.02311,0.05489,0.5068
991,0.02308,0.05492,0.5068
992,0.02305,0.05495,0.5068
993,0.02303,0.05499,0.5068
994,0.023,0.05505,0.5068
995,0.02297,0.0551,0.5068
996,0.02294,0.05513,0.5068
997,0.02291,0.05517,0.5068
998,0.02288,0.05521,0.5068
999,0.02286,0.05525,0.5068
1000,0.02283,0.05529,0.5068
1001,0.0228,0.05532,0.5068
1002,0.02277,0.05536,0.5068
1003,0.02274,0.0554,0.5068
1004,0.02271,0.05545,0.5068
1005,0.02269,0.05549,0.5068
1006,0.02266,0.05554,0.5068
1007,0.02263,0.05557,0.5068
1008,0.0226,0.05561,0.5068
1009,0.02257,0.05565,0.5068
1010,0.02254,0.0557,0.5068
1011,0.02252,0.05574,0.5068
